company,name,location,salary,edu,experience,skills,demand,company_type,company_nature,company_scale
华为,大数据开发工程师,南京,15-30K,本科,经验不限,Java Scala,"工作职责：1.	负责基于Hadoop/Spark生态系统的大数据计算和挖掘研发；2.	负责基于Flink/SparkStreaming技术进行实时数据处理、特征引擎的开发；3.	负责在线/离线海量数据功能分析处理的开发；4.	负责参与大数据应用需求分析、功能模块详细设计和相关文档的交付；任职要求：1.	熟悉Hadoop,Spark,HDFS,Kafka,Redis,Hive,HBase,,druid等分布式系统框架和工作原理；2.	熟练使用Scala,Pyhon,Java任一语言;3.	熟悉SparkStreaming，SparkSql, Flink, Apache Beam等组件,熟悉HiveSql等语言，并且能够性能调优;4.	熟悉数据挖掘算法、模型的优先;",其他,上市公司,500-1000人
华为,大数据搜索工程师,西安,20-40K,本科,3-5年,搜索引擎  elasticsearc solr,【岗位职责】1、负责大数据平台搜索引擎产设计和开发；2、负责搜索引擎生态圈组件维护，开源社区动态跟踪、竞争力分析和规划技术演进；【任职要求】  1、精通Java开发语言，具备Linux环境开发经验；2、有分布式软件开发经验，熟悉Solr/Elasticsearch中至少一个组件。,其他,上市公司,500-1000人
华为,Java开发工程师（东莞）,东莞,12-24K,本科,经验不限,后端工程师 Java Spring,岗位职责1、负责信贷、储蓄、风控或者其他金融创新业务的研发;2、有较强的代码质量意识，保障所负责模块的稳定、可靠;3、深入理解金融业务，运用业务知识解决产品实际问题。专业知识与业务技能要求1、熟悉Java编程语言；2、熟悉基本的开源框架：Spring Boot、Spring Framework等;3、熟悉常见的中间件：Redis、ES、Kafka等；4、熟悉K8S、Docker等工具的使用优先；5、有CICD相关经验优先；6、有金融相关项目经验优先。,其他,上市公司,500-1000人
华为,Java后端开发工程师,西安,12-24K·14薪,本科,1-3年,Java MQ SpringCloud MySQL Redis Spring,ERP项目诚招JAVA后端开发，团队急招，HC充足！岗位职责：1.负责财经领域（如资金管理／帐税／电商支付／预算管理等）SaaS软件的技术方案设计和核心代码开发，识别产品交付过程中的技术攻关点和风险点；2.带领开发团队完成需求分析、设计、开发、测试到上线的端到端管理，贯彻落实安全可信等技术规范，保障产品交付进度和质量；3.负责产品DevOps运营管理，负责产品运营技术问题的定位、分析和解决。任职要求：1.2-6年及以上Java开发经验，能够独立负责核心模块的设计和交付；2.熟悉微服务架构和Spring Cloud、Dubbo等开发框架，以及容器、弹性伸缩等云原生相关技术，有成功交付的作品；3.了解多租户SaaS应用的特点，并有相关的设计开发经验优先,其他,上市公司,500-1000人
华为,Java开发工程师（华为OD）,南京,16-22K·14薪,本科,1-3年,微服务架构 容器技术 消息队列 多线程 后端开发 Spring SVN GIT,岗位职责：1、负责服务端需求的开发、维护、测试，高质量完成需求交付；2、对代码持续进行重构与优化，提升性能可靠性和可维护性；3、服务端自动化防护网构建，持续维护自动化用例，保障版本交付质量稳定；岗位要求：1、全日制本科及以上学历，1年以上相关工作经验；2、熟练掌握Java及面向对象设计开发；具有Docker、K8S、mysql、spring、mybatis、微服务前后台框架、消息中间件、容器化部署、安全开发等相关经验者优先；3、熟悉多线程编程，熟悉分布式，缓存，消息队列等机制；熟悉JVM，包括内存模型、类以及性能优化；4、有关键独立模块设计、开发和维护经验；有微服务开发经验优先；5、熟悉常见设计模式，熟悉面向对象的设计和开发思想；6、有重构经历，了解重构的基本步骤；7、熟练使用Idea/Maven/SVN(git)等软件开发工具；,其他,上市公司,500-1000人
华为,Java,南京,18-35K,本科,经验不限,Java Spring,"1、精通Java开发；2、掌握spring框架、mybatis框架、mysql/oracle、linux shell操作、多线程并发；3、掌握jquery, bootstrap, 前端开发框架（angularJS/VUE框架之一),css样式编写；4、 会用单元测试框架编写自动化测试用例。",其他,上市公司,500-1000人
华为,招Java开发，前端开发和测试,哈尔滨,20-30K·14薪,本科,3-5年,Java,岗位职责1、负责SaaS软件等产品特性的系统设计、核心开发与交付及运维，构建软件工程能力。2、主导或参与客户原始需求分析、系统设计等，能够与团队融洽协作，高质量完成核心交付。3、主导或参与系统核心模块的技术竞争力构建，跟踪分析业界发展趋势并完成竞争力分析。4、负责相关子系统及业务流程的优化，研发过程持续改进岗位技能要求1、统招本科以上学历，3年以上相关工作经验；2、JAVA基础扎实，充分理解面向对象，熟悉io、nio、多线程、设计模式、通信协议等基础技术；熟悉JVM 工作原理并掌握常见性能调优方法；3、熟悉Spring、Springmvc、Mybatis、Hibernate等常用开发框架及特征，熟悉常用中间件Tomcat、Mq、Kafka等；4、熟悉单元测试用例开发；熟悉软件技术文档的编写；5、具备良好的文档编制习惯和代码书写规范；,其他,上市公司,500-1000人
华为,Java研发工程师,武汉,20-40K·15薪,本科,3-5年,Java SQL Redis 后端开发 WEB开发 全栈开发 客户端开发,岗位职责：1、负责现有代码架构的整改，解决产品网络安全关键问题；2、负责软件需求分析、设计、开发工作，承担解决方案相关产品需求分析、涉及、开发，高质量完成系统交付；2、承担多个模块（含重要模块）或子系统的软件需求分析、模块的构造设计、代码编写、单元测试、集成测试、静态检查、问题定位等工作；3、参与云化领域软件系统核心模块的技术竞争力构建，架构设计，跟踪分析业界发展趋势，完成技术竞争力识别、标杆分析和指标设定；4、负责改进软件产品的性能、可扩展性、稳定性及安全性，负责关键技术的提前验证，消除版本落地的技术风险；5、注重客户体验，理解客户诉求，用于在新领域开拓前行。专业知识：1、网络通讯基本知识；2、具备分布式数据库、高并发、微服务、云计算、公有云、私有云和分布调度等经验者优先；3、具备服务化/微服务产品开发设计经验；具备分布式系统的开发设计经验优先。业务技能：1、精通C++/Java/python等主流开发语言的一种；2、掌握常见的数据结构及算法，了解面向对象的设计原则和设计模式，对代码质量、网络安全有一定理解；3、精通多线程编程，熟悉分布式、缓存、消息队列等机制；4、有关键独立模块设计、开发和维护经验；有微服务开发经验优先；5、有重构经历，了解重构的基本步骤；6、熟悉redis、oracle等常见的数据库和SQL调优。,其他,上市公司,500-1000人
华为,Java,杭州,15-30K·15薪,本科,1-3年,人工智能 Java 容器技术 SQL,1.负责华为云ei智囊体后端的开发和维护，确保平台高效、稳定的运行；2.与行业专家一道，深刻洞悉人工智能在城市生活各领域应用和发展趋势，打造华为云智慧城市生态品牌岗位要求：1、有2年以上java开发经验，擅长SpringBoot框架，熟悉多线程，分布式计算操作；2、编程能力突出，具有良好的编程风格，熟悉常用设计模式；3、熟悉Mysql/mongodb/redis等数据库使用，能够使用Mybaits或者JPA操作数据库；4、熟悉网络、IO、内存等监控排查手段，有nginx、kafka组件使用经验；5、了解Docker/Kubernetes，有微服务的开发、部署、运维经验；,其他,上市公司,500-1000人
华为,华为云物联网(IoT)云服务高级工程师-Java,广州,20-40K·16薪,本科,3-5年,多线程 Redis 微服务架构 容器技术 SpringCloud Netty 后端开发,【工作职责】1．主导云服务系统模块的设计、代码编写；2．负责模块架构看护等工作，并解决模块架构中的关键问题；3．研究业界最新软件技术和应用，将研究结果落地产品，提升技术竞争力。【业务技能】1．2年以上Java开发工作经验，1年以上模块分析、设计经验；2．熟悉互联网通用技术栈，如：Java，Kafka，Redis，k8s，Docker等，熟悉DevOps交付理念，对于敏捷流程有一定实践经验；3．熟悉 JAVA 多线程、TCP/IP通信协议、微服务开发框架、常用设计模式、有大型、高并发分布式系统的开发经验；4．对于SaaS服务、Cloud Native架构有实践经验者优先，有物联网工作经验优先；5．认可面向未来的IoT战略业务，热爱技术创新，有追求卓越的品质。,其他,上市公司,500-1000人
华为,Java,深圳,12-24K,本科,1-3年,微服务架构 Spring GIT Maven,岗位要求：本科及以上学历，计算机、软件工程、通信等相关专业优先，22 / 21年应届毕业生亦可；一、软件开发工程师1. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底；2. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术；二、软件测试工程师：1. 热爱编程，熟悉掌握C/C++/Java/Python等编程语言中的一种或多种编程语言，扎实的编程功底；2.有web开发或测试经验、自动化开发或测试经验者优先。3.熟练掌握系统测试、功能测试、专项测试、软件测试、韧性测试、安全测试方法中的一种或多种测试方法，有相关测试语言/脚本的编写和实践经验优先，也可接受纯测试经验的。4.具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术；公司福利：1. 底薪+绩效++年终奖；2. 缴纳社保及五险一金；3.带薪年假5-15天，双休。,其他,上市公司,500-1000人
